timestamp,predicted_traffic_mb,uncertainty_std_mb,lower_bound_mb,upper_bound_mb
2025-01-27 00:00:00,3.0,231.49622638101522,3.0,465.99245276203044
2025-01-27 00:30:00,3.0,186.67829766834194,3.0,376.3565953366839
2025-01-27 01:00:00,3.0,132.76485427350983,3.0,268.52970854701965
2025-01-27 01:30:00,3.0,122.25844627586791,3.0,247.51689255173582
2025-01-27 02:00:00,3.0,128.6967831053298,3.0,260.3935662106596
2025-01-27 02:30:00,3.0,198.82779332088077,3.0,400.65558664176154
2025-01-27 03:00:00,3.0,169.53197387792673,3.0,342.06394775585346
2025-01-27 03:30:00,3.0,187.96728171793075,3.0,378.9345634358615
2025-01-27 04:00:00,3.0,189.45753935554706,3.0,381.9150787110941
2025-01-27 04:30:00,3.0,214.81105163240096,3.0,432.6221032648019
2025-01-27 05:00:00,3.0,191.04324943015934,3.0,385.08649886031867
2025-01-27 05:30:00,3.0,194.87561046948105,3.0,392.7512209389621
2025-01-27 06:00:00,3.0,191.98094134459137,3.0,386.96188268918274
2025-01-27 06:30:00,3.0,224.79579037574953,3.0,452.59158075149907
2025-01-27 07:00:00,3.0,271.9035629592485,3.0,546.807125918497
2025-01-27 07:30:00,3.0,269.35426876623853,3.0,541.7085375324771
2025-01-27 08:00:00,3.0,298.67856020121195,3.0,600.3571204024239
2025-01-27 08:30:00,30.21777246767196,239.94046337848704,3.0,510.098699224646
2025-01-27 09:00:00,1602.9109592356006,335.70225016803926,931.5064588995222,2274.315459571679
2025-01-27 09:30:00,3036.8534286994736,254.32826499257024,2528.196898714333,3545.509958684614
2025-01-27 10:00:00,3442.8950736323163,281.4964791702712,2879.902115291774,4005.8880319728587
2025-01-27 10:30:00,4834.960709210734,257.23438622214275,4320.491936766449,5349.42948165502
2025-01-27 11:00:00,5035.333410013157,206.27109365961482,4622.791222693927,5447.875597332386
2025-01-27 11:30:00,4798.331615885497,199.12683550430822,4400.077944876881,5196.585286894114
2025-01-27 12:00:00,4376.415143361064,241.13384996707978,3894.1474434269044,4858.682843295223
2025-01-27 12:30:00,4619.910398602397,217.50244748025412,4184.9055036418895,5054.915293562906
2025-01-27 13:00:00,5687.800454716294,191.2548008114064,5305.29085309348,6070.310056339106
2025-01-27 13:30:00,5598.1052253340895,214.42479723216385,5169.255630869761,6026.954819798417
2025-01-27 14:00:00,6194.081758747761,206.7730729246276,5780.535612898507,6607.627904597017
2025-01-27 14:30:00,5884.617627965202,191.33439315541858,5501.948841654365,6267.286414276039
2025-01-27 15:00:00,5463.547510937381,206.72272870802868,5050.102053521324,5876.992968353438
2025-01-27 15:30:00,5490.492572835137,173.7704109605834,5142.95175091397,5838.033394756304
2025-01-27 16:00:00,4590.592766505897,210.94048326568623,4168.711799974524,5012.47373303727
2025-01-27 16:30:00,4176.197385534301,194.45415007743222,3787.2890853794365,4565.1056856891655
2025-01-27 17:00:00,3191.0714293978344,191.142040822882,2808.7873477520707,3573.355511043598
2025-01-27 17:30:00,2609.2113788435695,174.32695984694007,2260.5574591496893,2957.8652985374497
2025-01-27 18:00:00,2312.4956927326916,178.00286063959143,1956.4899714535088,2668.501414011874
2025-01-27 18:30:00,1958.2899579324978,106.94743542901173,1744.3950870744745,2172.1848287905214
2025-01-27 19:00:00,1680.365155885177,156.85057386420505,1366.6640081567668,1994.0663036135873
2025-01-27 19:30:00,1502.9018755151435,149.59712370828146,1203.7076280985807,1802.0961229317063
2025-01-27 20:00:00,1305.6405365323003,95.83643286472214,1113.967670802856,1497.3134022617446
2025-01-27 20:30:00,1118.3461344436712,122.61019767646117,873.1257390907489,1363.5665297965936
2025-01-27 21:00:00,970.8224217903719,155.5521801135901,659.7180615631918,1281.9267820175521
2025-01-27 21:30:00,952.75010447946,158.57311190242746,635.6038806746051,1269.896328284315
2025-01-27 22:00:00,767.7437464258845,131.29664563598934,505.1504551539059,1030.337037697863
2025-01-27 22:30:00,621.1176658922982,114.48031917643205,392.1570275394341,850.0783042451623
2025-01-27 23:00:00,503.51330291481503,116.3429086088916,270.8274856970318,736.1991201325982
2025-01-27 23:30:00,272.6017770363707,108.822677937322,54.95642116172673,490.2471329110148
2025-01-28 00:00:00,50.49075471582924,148.7876890906627,3.0,348.0661328971546
2025-01-28 00:30:00,3.0,163.7279180145117,3.0,330.4558360290234
2025-01-28 01:00:00,3.0,122.58158223514981,3.0,248.16316447029962
2025-01-28 01:30:00,3.0,148.41051935289306,3.0,299.8210387057861
2025-01-28 02:00:00,3.0,160.67679248472675,3.0,324.3535849694535
2025-01-28 02:30:00,3.0,171.92937619803243,3.0,346.85875239606486
2025-01-28 03:00:00,3.0,149.68286138326113,3.0,302.36572276652225
2025-01-28 03:30:00,3.0,157.89296962245143,3.0,318.78593924490286
2025-01-28 04:00:00,3.0,160.02865488873104,3.0,323.0573097774621
2025-01-28 04:30:00,3.0,184.41732934317164,3.0,371.8346586863433
2025-01-28 05:00:00,3.0,197.11591194128954,3.0,397.2318238825791
2025-01-28 05:30:00,3.0,141.18376149489362,3.0,285.36752298978723
2025-01-28 06:00:00,3.0,220.2797067244232,3.0,443.5594134488464
2025-01-28 06:30:00,3.0,189.0469216089572,3.0,381.0938432179144
2025-01-28 07:00:00,3.0,247.3534134090465,3.0,497.706826818093
2025-01-28 07:30:00,3.0,296.14894445833585,3.0,595.2978889166717
2025-01-28 08:00:00,3.0,311.7267533838766,3.0,626.4535067677532
2025-01-28 08:30:00,3.0,412.69637119367525,3.0,828.3927423873505
2025-01-28 09:00:00,1569.8195825825396,278.3172963325545,1013.1849899174305,2126.454175247649
2025-01-28 09:30:00,2346.663745678466,233.5178111613191,1879.6281233558282,2813.699368001104
2025-01-28 10:00:00,4145.173763207036,255.84538300924302,3633.4829971885506,4656.864529225522
2025-01-28 10:30:00,3671.9647992061114,236.53976289567566,3198.88527341476,4145.044324997463
2025-01-28 11:00:00,4129.620955872799,214.9935975671496,3699.6337607385,4559.608151007098
2025-01-28 11:30:00,4486.142665659648,201.20002383543002,4083.7426179887875,4888.5427133305075
2025-01-28 12:00:00,4893.312433437362,204.84370179836955,4483.625029840623,5302.999837034101
2025-01-28 12:30:00,5317.91955085887,210.48190266222284,4896.955745534425,5738.883356183315
2025-01-28 13:00:00,5541.276530909967,181.342593290873,5178.591344328221,5903.961717491713
2025-01-28 13:30:00,5681.571715410165,207.65984740051292,5266.252020609139,6096.891410211191
2025-01-28 14:00:00,6278.965708822592,219.59189229452392,5839.7819242335445,6718.14949341164
